school.id,school.name,telephone,fax,email,principal,website,street,suburb,city,postal.address.1,postal.address.2,postal.address.3,postal.code,urban.area,school.type,definition,authority,gender.students,territorial.authority,regional.council,moe.local.office,education.region,general.electorate,maori.electorate,census.area.unit,ward,longitude ,latitude,decile,total.roll,european,maori,pacific.island,asian,MELAA,other,international.students
1227,Birdwood School,09 8338479,09 8321564,admin@birdwood.schoolzone.net.nz,Michael Carswell,http://www.birdwood.school.nz,Karepo Crescent,Ranui,Auckland,21 Karepo Crescent,Ranui,Waitakere,612,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Waitakere,Te Tai Tokerau,Starling Park,Waitakere Ward,174.60177,-36.855989,1,221,6,87,122,4,2,0,0
1228,Birkdale Intermediate,09 4839168,09 4820406,office@bis.school.nz,Richard Coote,http://www.bis.school.nz,200 Birkdale Road,Birkdale,Auckland,200 Birkdale Road,Birkdale,North Shore City,626,Main Urban Area,Intermediate (year 7 and 8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Northcote,Te Tai Tokerau,Birkdale North,North Shore Ward,174.700634,-36.796088,6,496,223,101,72,34,29,6,31
1229,Birkdale North School,09 4838674,09 4832495,office@birkdalenorth.school.nz,Linda Low,http://www.birkdalenorth.school.nz/,213 Birkdale Road,Birkdale,Auckland,213 Birkdale Road,Birkdale,Auckland,626,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Northcote,Te Tai Tokerau,Birkdale North,North Shore Ward,174.701476,-36.790668,3,113,26,23,35,21,8,0,0
1230,Birkdale Primary School,09 4837767,09 4837763,office@birkdaleprimary.school.nz,Adrienne Mawer,,10 Salisbury Road,Birkdale,Auckland,10 Salisbury Road,Birkdale,North Shore City,626,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Northcote,Te Tai Tokerau,Birkdale South,North Shore Ward,174.703461,-36.800297,5,208,38,89,38,31,8,4,0
1231,Birkenhead School,09 4807365,09 4805081,office@birkenheadprimary.school.nz,Nigel Bioletti,http://www.birkenheadprimary.school.nz/,77 Mokoia Road,Birkenhead,Auckland,77 Mokoia Road,Birkenhead,Auckland,626,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Northcote,Te Tai Tokerau,Kauri Park,North Shore Ward,174.723812,-36.810975,10,377,252,21,8,74,14,4,4
1232,Blockhouse Bay Intermediate,09 6266414,09 6264880,office@bhbint.school.nz,Colin Andrews,http://www.bhbint.school.nz,95 Bolton Street,Blockhouse Bay,Auckland,97 Bolton Street,Blockhouse Bay,Auckland,600,Main Urban Area,Intermediate (year 7 and 8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,New Lynn,Tamaki Makaurau,Avondale South,Whau Ward,174.69399,-36.918895,6,857,260,86,104,335,43,12,17
1233,Blockhouse Bay School,09 6279940,09 6279987,office@blockhousebay.school.nz,Neil Robinson,http://www.blockhousebay.school.nz/,584 Blockhouse Bay Road,Blockhouse Bay,Auckland,584 Blockhouse Bay Road,Blockhouse Bay,Auckland,600,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,New Lynn,Tamaki Makaurau,Blockhouse Bay,Whau Ward,174.70213,-36.924872,8,609,202,45,34,295,22,10,1
1234,Bombay School,09 2361012,09 2360458,admin@bombay.school.nz,Barrie Duckworth,http://www.bombay.school.nz,35 Paparata Road,,Bombay,PO Box 8,,Bombay,2343,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Hunua,Hauraki-Waikato,Bombay,Franklin Ward,174.99505,-37.185504,9,339,288,29,5,15,2,0,0
1235,Botany Downs School,09 5349848,09 5373631,info@botanydowns.school.nz,Alfred Trezise,http://www.botanydowns.school.nz,Mirrabooka Avenue,Howick South,Auckland,35 Mirrabooka Avenue,Botany Downs,Manukau,2010,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Botany,Tamaki Makaurau,Botany Downs,Howick Ward,174.922742,-36.912055,10,482,288,27,15,115,17,1,19
1236,Brookby School,09 5308569,09 5308243,office@brookby.school.nz,Lynette Gordon,,West Road,Manurewa,Auckland,West Road,RD 1,Manurewa,2576,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Hunua,Hauraki-Waikato,Clevedon,Franklin Ward,174.993956,-36.987404,8,107,74,14,9,4,5,1,0
1237,Browns Bay School,09 4794301,09 4764573,bbs@brownsbay.school.nz,Roger Harnett,http://www.brownsbay.school.nz/,Masterton Road,Browns Bay,Auckland,4 Masterton Road,Rothesay Bay,North Shore City,630,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,East Coast Bays,Te Tai Tokerau,Rothesay Bay,Albany Ward,174.74463,-36.721822,10,555,441,22,5,66,11,6,4
1238,Bruce McLaren Intermediate,09 8363175,09 8386387,admin@brucemclaren.school.nz,Roy Lilley,http://www.brucemclaren.school.nz,61-69 Bruce Mclaren Road,Henderson,Auckland,61 69 Bruce McLaren Road,Henderson,Auckland,612,Main Urban Area,Intermediate (year 7 and 8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Waitakere,Te Tai Tokerau,Henderson South,Waitakere Ward,174.627047,-36.895306,3,259,50,61,112,24,11,1,0
1239,Buckland School,09 2389419,09 2389463,GMills@buckland.school.nz,Mavis Glasgow,,72 George Crescent,,Buckland-Auckland,72 George Crescent,RD 2,Pukekohe,2677,Secondary Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Hunua,Hauraki-Waikato,Buckland,Franklin Ward,174.92632,-37.228307,8,276,212,35,12,16,1,0,0
1240,Bucklands Beach Intermediate,09 5342896,09 5342876,mailbox@bbi.school.nz,Diane Parkinson,http://www.bbi.school.nz,247 Bucklands Beach Road,Bucklands Beach,Auckland,247 Bucklands Beach Road,Bucklands Beach,Manukau,2012,Main Urban Area,Intermediate (year 7 and 8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Pakuranga,Tamaki Makaurau,Bucklands Beach South,Howick Ward,174.91042,-36.883096,9,821,381,24,6,333,36,11,30
1241,Bucklands Beach Primary School,09 5346543,09 5352231,office@bbps.school.nz,Dorothy Bodley,http://www.bbps.school.nz,107 Clovelly Road,Bucklands Beach,Auckland,107 Clovelly Road,Bucklands Beach,Manukau,2012,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Pakuranga,Tamaki Makaurau,Bucklands and Eastern Beaches,Howick Ward,174.907969,-36.865725,10,448,315,14,10,94,6,5,4
1242,Campbells Bay School,09 4107444,09 4105963,admin@campbellsbay.school.nz,John Mcgowan,http://www.campbellsbay.school.nz/,77 Aberdeen Road,Castor Bay,Auckland,77 Aberdeen Road,Castor Bay,North Shore City,620,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,North Shore,Te Tai Tokerau,Castor Bay,North Shore Ward,174.759281,-36.754696,10,692,527,12,1,102,12,17,21
1243,Chaucer School,09 6266699,09 6272291,admin@chaucer.school.nz,David White,http://www.chaucer.school.nz,Chaucer Place,Blockhouse Bay,Auckland,2A Chaucer Place,Blockhouse Bay,Auckland,600,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,New Lynn,Tamaki Makaurau,Avondale South,Whau Ward,174.694531,-36.914425,4,245,37,43,86,53,24,0,2
1244,Chelsea School,09 4180082,09 4807605,office@chelsea.school.nz,Suzanne Mulcahy,http://www.chelsea.school.nz/,Onetaunga Road,Birkenhead,Auckland,6 Onetaunga Road,Chatswood,North Shore City,626,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Northcote,Te Tai Tokerau,Chelsea,North Shore Ward,174.707588,-36.816229,10,363,234,20,8,93,4,3,1
1245,Christ the King Catholic School (Owairak,09 6267123,09 6267131,admin@ctk.school.nz,Jane Hahn,http://www.ctk.school.nz,288 Richardson Road,Mount Roskill,Auckland,288 Richardson Road,Mount Roskill,Auckland,1041,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mt Roskill,Tamaki Makaurau,Walmsley,Albert-Eden-Roskill Ward,174.720661,-36.904076,3,151,5,6,80,41,17,2,0
1246,Churchill Park School,09 5758156,09 5758502,principal@churchillpark.school.nz,Elizabeth Gunn,http://www.churchillpark.school.nz,Kinsale Avenue,Glendowie,Auckland,PO Box 25508,Saint Heliers,Auckland,1740,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Tamaki,Tamaki Makaurau,Glendowie,Orakei Ward,174.873539,-36.851466,10,453,403,23,1,19,3,2,2
1247,Clayton Park School,09 2670077,09 2677723,office@claytonpark.school.nz,Paul Wright,http://www.claytonpark.school.nz,Coxhead Road,Manurewa,Auckland,187 Coxhead Road,Wattle Downs,Manukau,2103,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Papakura,Tamaki Makaurau,Wattle Farm,Manurewa-Papakura Ward,174.896861,-37.041033,2,480,70,231,130,40,9,0,0
1248,Clendon Park School,09 2676671,09 2678535,office@clendonpark.school.nz,Suzanne Dawson,,145 Rowandale Avenue,Manurewa,Auckland,145 Rowandale Avenue,Manurewa,Manukau,2102,Main Urban Area,Contributing (Year 1-6),Bilingual Year 7-8 School,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Manurewa,Tamaki Makaurau,Homai West,Manurewa-Papakura Ward,174.870759,-37.01791,1,521,6,234,259,21,1,0,0
1249,Clevedon School,09 2928654,09 2928626,office@clevedonschool.co.nz,Julie Schumacher,http://www.clevedonschool.co.nz,13 North Road,Clevedon,Papakura,13 North Road,RD 2,Papakura,2582,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Hunua,Hauraki-Waikato,Clevedon,Franklin Ward,175.038926,-36.990275,10,363,307,40,5,8,0,3,0
1251,Sir Edmund Hillary Collegiate Junior Sch,09 2745782,09 2746972,office.juniorschool@sehc.school.nz,John Shearer,http://www.sehc.school.nz,2 Franklyne Road,Otara,Auckland,PO Box 61054,Otara,Auckland,2159,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Manukau East,Tamaki Makaurau,Otara North,Manukau Ward,174.872257,-36.953817,1,448,0,85,362,1,0,0,0
1252,Coatesville School,09 4159218,09 4156395,office@coatesville.school.nz,Richard Johnson,http://www.coatesville.school.nz/,Mahoenui Valley Road,Albany,Auckland,Mahoenui Valley Road,RD 3,Albany,793,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Helensville,Te Tai Tokerau,Riverhead,Rodney Ward,174.644359,-36.717922,10,237,201,15,6,10,3,0,2
1253,Cockle Bay School,09 5348333,09 5342852,office@cocklebay.school.nz,Graeme Lomas,http://www.cocklebay.school.nz,Sandspit Road,Howick South,Auckland,28 Sandspit Road,Cockle Bay,Manukau,2014,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Botany,Tamaki Makaurau,Cockle Bay,Howick Ward,174.939193,-36.905027,10,723,531,30,18,95,16,32,1
1254,Colwill School,09 8336081,09 8320840,office@colwill.school.nz,Andrew Taylor,http://www.colwill.school.nz,Kintara Drive,Massey,Auckland,Kintara Drive,Massey,Waitakere,614,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Te Atatu,Te Tai Tokerau,Royal Heights,Waitakere Ward,174.632849,-36.83402,3,242,66,54,81,18,16,3,4
1255,Conifer Grove School,09 2997490,09 2999920,admin@cgschool.ac.nz,Janette Robertson,http://www.conifergrove.school.nz,Evanda Crescent,Takanini,Auckland,19 Evanda Crescent,Conifer Grove,Takanini,2112,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Papakura,Hauraki-Waikato,Takanini West,Manurewa-Papakura Ward,174.911584,-37.048509,7,526,199,132,67,106,21,1,0
1256,Cornwall Park District School,09 5246574,09 5249912,admin@cornwallpark.school.nz,Janine Irvine,http://www.cornwallpark.school.nz/,193 Green Lane West,Greenlane,Auckland,193 Green Lane West,Greenlane,Auckland,1051,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Epsom,Tamaki Makaurau,Mt St John,Albert-Eden-Roskill Ward,174.789045,-36.892512,10,638,325,41,35,218,16,3,0
1257,Cosgrove School,09 2988365,09 2988820,admin@cosgrove.school.nz,Gustaaf Klein,http://www.cosgrove.school.nz,10 Cosgrave Road,,Papakura,10 Cosgrave Road,,Papakura,2110,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Papakura,Hauraki-Waikato,Papakura North East,Manurewa-Papakura Ward,174.95782,-37.054081,2,585,82,360,111,20,11,1,0
1258,Dairy Flat School,09 4159071,09 4269763,office@dairyflat.school.nz,Debra Marshall,http://www.dairyflat.school.nz,1220 Dairy Flat Highway,Dairy Flat,Auckland,Dairy Flat Highway RD 4,Albany,Auckland,794,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Rodney,Te Tai Tokerau,Dairy Flat-Redvale,Rodney Ward,174.63886,-36.667741,10,210,173,16,6,8,4,2,1
1259,Dawson School,09 2745390,09 2743068,m.boyd@dawson.school.nz,Angela Funaki,,Haumia Way,Otara,Auckland,PO Box 64147,Botany,Manukau,2163,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Botany,Tamaki Makaurau,Flat Bush,Manukau Ward,174.893355,-36.974345,1,434,2,127,304,1,0,0,0
1260,Devonport School,09 4450183,09 4454083,,Shirley Hardcastle,http://www.devonport.school.nz/,Kerr Street,Devonport,Auckland,18 Kerr Street,Devonport,North Shore City,624,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,North Shore,Te Tai Tokerau,Mt Victoria,North Shore Ward,174.799454,-36.828306,10,373,310,14,6,15,4,4,20
1261,Dominion Road School,09 6210155,09 6210390,office@dominionrd.school.nz,Marian Caulfield,http://www.dominionrd.school.nz,Quest Terrace,Mount Roskill,Auckland,14 Quest Terrace,Mount Roskill,Auckland,1041,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mt Roskill,Tamaki Makaurau,Three Kings,Albert-Eden-Roskill Ward,174.743699,-36.904838,3,294,44,43,99,59,43,6,0
1262,Don Buck School,09 8336005,09 8324065,donbuckschool@xtra.co.nz,Jennice Murray,,124 Don Buck Road,Massey,Auckland,124 Don Buck Road,Massey,Waitakere,614,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Waitakere,Te Tai Tokerau,Birdwood,Waitakere Ward,174.609852,-36.85118,3,208,22,56,95,31,4,0,0
1263,Drury School,09 2948502,09 2948910,office@drury.school.nz,Clive Morris,http://www.drury.school.nz/,Youngs Crescent,,Drury,Young Crescent,,Drury,2113,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Papakura,Hauraki-Waikato,Drury,Manurewa-Papakura Ward,174.950372,-37.09812,8,422,287,72,13,43,3,4,0
1264,East Tamaki School,09 2749246,09 2747824,office@easttamaki.school.nz,Sarah Mirams,http://www.easttamaki.school.nz/,Preston Road,East Tamaki,Auckland,PO Box 58035,Botany,Manukau,2163,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Manukau East,Tamaki Makaurau,Ferguson,Manukau Ward,174.887871,-36.962701,1,297,1,74,219,3,0,0,0
1265,Edendale School (Auckland),09 8466340,09 8463997,office@edendale.school.nz,Rosemary Vivien,http://www.edendale.school.nz,419 Sandringham Road,Sandringham,Auckland,419 Sandringham Road,Sandringham,Auckland,1025,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mt Albert,Tamaki Makaurau,Sandringham West,Albert-Eden-Roskill Ward,174.737176,-36.887342,5,585,172,61,112,207,31,2,0
1266,Edmonton School,09 8389318,09 8389318,office@edmonton-primary.school.nz,Jonathan Carrodus,http://www.edmonton-primary.school.nz,Edmonton Road,Te Atatu South,Auckland,Edmonton Road,Te Atatu South,Waitakere,610,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Te Atatu,Te Tai Tokerau,Edmonton,Waitakere Ward,174.642249,-36.865637,4,225,51,49,57,60,5,3,0
1267,Edmund Hillary School,09 2989132,09 2988039,admin@edmundhillary.school.nz,Kataraina Nock,,Hunua Road,,Papakura,PO Box 2721515,,Papakura,2244,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Papakura,Hauraki-Waikato,Papakura South,Manurewa-Papakura Ward,174.957699,-37.067351,1,166,5,94,65,0,1,1,0
1268,Ellerslie School,09 5795477,09 5792821,,Christopher Magner,http://www.ellerslie.school.nz,12 Kalmia Street,Ellerslie,Auckland,12 Kalmia Street,Ellerslie,Auckland,1051,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Maungakiekie,Tamaki Makaurau,Ellerslie South,Maungakiekie-Tamaki Ward,174.805701,-36.898604,7,548,271,50,73,130,18,6,0
1269,Elm Park School,09 5770070,09 5761110,secretary@elmpark.school.nz,Patricia Plowright,http://www.elmpark.school.nz,46 Gossamer Drive,Pakuranga Heights,Auckland,46 Gossamer Drive,Pakuranga Heights,Manukau,2010,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Pakuranga,Tamaki Makaurau,Pakuranga East,Howick Ward,174.88992,-36.910353,6,595,211,99,65,178,27,4,11
1270,Epsom Normal School,09 6305144,09 6300972,office@epsomnormal.school.nz,Jane Cavanagh-Eyre,http://www.epsomnormalprimary.school.nz/,41 The Drive,Epsom,Auckland,41 The Drive,Epsom,Auckland,1023,Main Urban Area,Contributing (Year 1-6),Normal School (Model Classes),State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Epsom,Tamaki Makaurau,Epsom Central,Albert-Eden-Roskill Ward,174.770509,-36.890717,9,609,161,16,14,395,20,3,0
1271,Fairburn School,09 2701130,09 2701139,admin@fairburn.school.nz,Ethel Nelson,http://www.fairburn.school.nz,Pukeora Road,Otahuhu,Auckland,10 Pukeora Road,Otahuhu,Auckland,1062,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Manukau East,Tamaki Makaurau,Fairburn,Manukau Ward,174.849802,-36.947769,2,716,10,118,425,158,5,0,0
1272,Farm Cove Intermediate,09 577 0009,09 5769289,enquiries@farmcove.school.nz,Linda Harvie,http://www.farmcove.school.nz,Butley Drive,Pakuranga,Auckland,Butley Drive,Farm Cove,Manukau,2012,Main Urban Area,Intermediate (year 7 and 8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Pakuranga,Tamaki Makaurau,Pakuranga North,Howick Ward,174.890968,-36.896454,8,624,268,46,21,190,29,6,64
1273,Favona School,09 2758449,09 2751855,sheryln@favona.school.nz,Lois Kirkbride,,Wakefield Road,Favona,Auckland,Wakefield Road,Favona,Manukau,2024,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mangere,Tamaki Makaurau,Favona North,Manukau Ward,174.806931,-36.953923,1,427,3,64,310,40,6,4,0
1274,Ferguson Intermediate (Otara),09 2748471,09 2746564,office@fergusonint.school.nz,Jenny Leach,http://fergusonint.school.nz/,Ferguson Road,Otara,Auckland,PO Box 58383,Botany,Manukau,2163,Main Urban Area,Intermediate (year 7 and 8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Manukau East,Tamaki Makaurau,Ferguson,Manukau Ward,174.882412,-36.964244,1,471,3,83,384,1,0,0,0
1275,Finlayson Park School,09 2665558,09 2673332,principal@finlaysonpark.school.nz,Shirley Maihi,http://www.finlaysonpark.school.nz,85 John Walker Drive,Manurewa,Auckland,85 John Walker Drive,Manurewa,Manukau,2102,Main Urban Area,Contributing (Year 1-6),Bilingual Year 7-8 School,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Manurewa,Tamaki Makaurau,Rowandale,Manurewa-Papakura Ward,174.871959,-37.031977,1,879,7,469,365,31,7,0,0
1276,Flanshaw Road School,09 8347224,09 8347224,denise@flanshawroad.school.nz,Cherie Taylor-Patel,http://www.flanshawroad.school.nz,51 Flanshaw Road,Te Atatu South,Auckland,51 Flanshaw Road,Te Atatu South,Waitakere,610,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Te Atatu,Te Tai Tokerau,Wakeling,Waitakere Ward,174.645431,-36.860775,5,378,118,87,99,62,11,0,1
1277,Flat Bush School,09 2748279,09 2748947,principal@flatbush.school.nz,Patrick Chamley,,Flat Bush Road,Otara,Auckland,20 Flat Bush Road,Otara,Manukau,2023,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Manukau East,Tamaki Makaurau,Otara South,Manukau Ward,174.883641,-36.97526,1,363,4,76,283,0,0,0,0
1278,Forrest Hill School,09 4108939,09 4108988,admin@forresthill.school.nz,Enid Watson,http://www.forresthill.school.nz,50 Forrest Hill Road,Forrest Hill,Auckland,50 Forrest Hill Road,Forrest Hill,North Shore City,620,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,North Shore,Te Tai Tokerau,Forrest Hill,North Shore Ward,174.749401,-36.773687,9,437,178,23,21,192,16,1,6
1279,Freemans Bay School,09 3601572,09 3787866,admin@freemansbay.school.nz,Sandra Jenkins,http://www.freemansbay.school.nz,Wellington Street,Freemans Bay,Auckland,95 Wellington Street,Freemans Bay,Auckland,1011,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Auckland Central,Tamaki Makaurau,Freemans Bay,Waitemata and Gulf Ward,174.752777,-36.852018,6,426,129,77,38,155,18,1,8
1280,Freyberg Community School,09 8389664,09 8389637,admin@freyberg.school.nz,Christine Wilson,http://www.freyberg.school.nz,Roberts Road,Te Atatu South,Auckland,60 Roberts Road,Te Atatu South,Waitakere,610,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Te Atatu,Te Tai Tokerau,Mcleod,Waitakere Ward,174.651144,-36.871008,6,361,117,72,69,80,19,3,1
1281,Fruitvale Road School,09 8272752,09 8271205,office@fruitvale.school.nz,Donal Mclean,http://www.fruitvale.school.nz,9 Croydon Road,New Lynn,Auckland,9 Croydon Road,New Lynn,Waitakere,600,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,New Lynn,Tamaki Makaurau,Fruitvale,Whau Ward,174.66733,-36.915621,4,186,38,27,65,42,14,0,0
1282,Gladstone School (Auckland),09 8469744,09 8468874,info@gladstone.school.nz,David Shadbolt,http://www.gladstone.school.nz,8 Seaview Terrace,Mount Albert,Auckland,8 Seaview Terrace,Mount Albert,Auckland,1025,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mt Albert,Tamaki Makaurau,Mt Albert Central,Albert-Eden-Roskill Ward,174.712438,-36.880153,8,809,472,49,69,158,41,18,2
1283,Glamorgan School,09 4736453,09 4736780,,Janet Pinchen,http://www.glamorgan.school.nz,Glamorgan Drive,Torbay,Auckland,Glamorgan Drive,Torbay,North Shore City,630,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,East Coast Bays,Te Tai Tokerau,Glamorgan,Albany Ward,174.735282,-36.702642,10,503,374,46,11,30,32,8,2
1284,Glen Eden Intermediate,09 8170032,09 8170034,jennym@geis.school.nz,Terry Hewetson,http://www.geis.school.nz,Kaurilands Road,Titirangi,Auckland,23 Kaurilands Road,Titirangi,Waitakere,604,Main Urban Area,Intermediate (year 7 and 8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,New Lynn,Tamaki Makaurau,Kaurilands,Waitakere Ward,174.652515,-36.924521,8,981,624,131,97,87,21,11,10
1285,Glen Eden School,09 8186686,09 8186047,office@geps.school.nz,Linda Mayow,http://www.geps.school.nz,3 Glenview Road,Glen Eden,Auckland,3 Glenview Road,Glen Eden,Waitakere,602,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Waitakere,Tamaki Makaurau,Glen Eden East,Waitakere Ward,174.652054,-36.90862,4,359,86,74,122,55,16,6,0
1287,Glen Innes School,09 5283507,09 5283109,admin@gleninnes.school.nz,Jonathan Hendricks,http://www.gleninnes.school.nz,Eastview Road,Glen Innes,Auckland,PO Box 18134,Glen Innes,Auckland,1743,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Tamaki,Tamaki Makaurau,Glen Innes West,Maungakiekie-Tamaki Ward,174.857013,-36.87412,1,166,0,40,119,3,3,1,0
1289,Glen Taylor School,09 5286325,09 5211779,office@glentaylor.school.nz,Linda Avery,,172 West Tamaki Road,Glendowie,Auckland,172 West Tamaki Road,Glen Innes,Auckland,1072,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Tamaki,Tamaki Makaurau,Glen Innes North,Orakei Ward,174.863943,-36.869796,1,295,11,76,163,38,4,3,0
